Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Brady Anderson,37,BAL,AL,131,501,430,50,87,12,3,8,45,12,4,60,77,0.20199999999999999,0.311,0.3,0.611,129,3,8,2,1,4
Brian Anderson,29,ARI,NL,31,37,37,1,5,1,1,0,2,0,0,0,9,0.135,0.135,0.21600000000000003,0.35100000000000003,8,2,0,0,0,0
Garret Anderson,29,ANA,AL,161,704,672,83,194,39,2,28,123,13,6,27,100,0.289,0.314,0.478,0.792,321,12,0,0,5,4
Jimmy Anderson,25,PIT,NL,32,69,59,2,7,1,0,0,3,0,0,4,15,0.11900000000000001,0.175,0.136,0.31,8,1,0,6,0,0
Marlon Anderson,27,PHI,NL,147,574,522,69,153,30,2,11,61,8,5,35,74,0.293,0.337,0.42100000000000004,0.758,220,12,2,10,5,5
Matt Anderson,24,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rick Ankiel,21,STL,NL,6,10,8,1,0,0,0,0,0,0,0,1,5,0.0,0.111,0.0,0.111,0,0,0,1,0,0
Kevin Appier,33,NYM,NL,31,67,62,4,7,0,0,0,4,0,0,1,24,0.113,0.141,0.113,0.254,7,0,1,3,0,0
Alex Arias,33,SDP,NL,70,158,137,19,31,9,0,2,12,1,0,17,22,0.226,0.312,0.336,0.648,46,3,1,1,2,1
Tony Armas,23,MON,NL,32,59,53,2,8,1,0,0,4,0,0,0,17,0.151,0.151,0.17,0.321,9,0,0,6,0,0
Rolando Arrojo,35,BOS,AL,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Bronson Arroyo,24,PIT,NL,23,23,21,0,1,0,0,0,1,0,0,1,16,0.048,0.087,0.048,0.135,1,0,0,0,1,0
Andy Ashby,33,LAD,NL,3,5,2,1,1,0,0,0,1,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,2,0,0
Pedro Astacio,32,HOU,NL,4,12,11,0,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,1,0,0,1,0,0
Justin Atchley,27,CIN,NL,14,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Rich Aurilia,29,SFG,NL,156,689,636,114,206,37,5,37,97,1,3,47,83,0.324,0.369,0.5720000000000001,0.941,364,14,0,3,3,2
Brad Ausmus,32,HOU,NL,128,461,422,45,98,23,4,5,34,4,1,30,64,0.23199999999999998,0.284,0.341,0.625,144,13,1,6,2,6
Jeff Austin,24,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bruce Aven,29,LAD,NL,21,26,24,3,8,2,0,1,2,0,0,0,5,0.33299999999999996,0.385,0.542,0.9259999999999999,13,0,2,0,0,0
Manny Aybar,29,CHC,NL,17,4,3,1,3,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,3,0,0,1,0,0
Benito Baez,24,FLA,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Danys Báez,23,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jeff Bagwell,33,HOU,NL,161,717,600,126,173,43,4,39,130,11,3,106,135,0.28800000000000003,0.397,0.568,0.966,341,20,6,0,5,5
Cory Bailey,30,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Harold Baines,42,CHW,AL,32,94,84,3,11,1,0,0,6,0,0,8,16,0.131,0.20199999999999999,0.14300000000000002,0.345,12,2,0,0,2,0
Paul Bako,29,ATL,NL,61,157,137,19,29,10,1,2,15,1,0,20,34,0.212,0.312,0.34299999999999997,0.655,47,3,0,0,0,2
James Baldwin,29,LAD,NL,12,27,26,0,2,1,0,0,1,0,0,0,12,0.077,0.077,0.115,0.192,3,1,0,1,0,0
Rod Barajas,25,ARI,NL,51,111,106,9,17,3,0,3,9,0,0,4,26,0.16,0.191,0.27399999999999997,0.46399999999999997,29,0,0,0,0,0
Glen Barker,30,HOU,NL,70,30,24,12,2,0,0,0,1,4,6,3,6,0.083,0.233,0.083,0.317,2,0,2,0,1,0
Andy Barkett,28,PIT,NL,17,51,46,5,14,2,0,1,3,1,0,4,7,0.304,0.373,0.413,0.7859999999999999,19,2,1,0,0,1
John Barnes,25,MIN,AL,9,23,21,1,1,0,0,0,0,0,0,1,3,0.048,0.13,0.048,0.17800000000000002,1,0,1,0,0,0
Larry Barnes,26,ANA,AL,16,41,40,2,4,0,0,1,2,0,0,1,9,0.1,0.122,0.175,0.297,7,1,0,0,0,0
Michael Barrett,24,MON,NL,132,506,472,42,118,33,2,6,38,2,1,25,54,0.25,0.289,0.36700000000000005,0.655,173,14,2,4,3,2
Kimera Bartee,28,COL,NL,12,19,15,0,0,0,0,0,1,0,0,2,5,0.0,0.158,0.0,0.158,0,0,1,0,1,1
Miguel Batista,30,ARI,NL,46,36,32,2,2,0,0,0,0,0,0,2,17,0.063,0.11800000000000001,0.063,0.18,2,0,0,2,0,0
Tony Batista,27,BAL,AL,84,331,308,41,82,16,5,12,42,5,1,19,47,0.266,0.305,0.46799999999999997,0.773,144,7,0,0,4,0
Danny Bautista,29,ARI,NL,100,239,222,26,67,11,2,5,26,3,2,14,31,0.302,0.34600000000000003,0.43700000000000006,0.7829999999999999,97,7,1,2,0,1
Rod Beck,32,BOS,AL,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Josh Beckett,21,FLA,NL,4,9,7,1,2,1,0,0,0,0,0,0,1,0.28600000000000003,0.28600000000000003,0.429,0.7140000000000001,3,0,0,2,0,0
Joe Beimel,24,PIT,NL,41,31,26,3,7,0,0,0,0,0,0,1,10,0.26899999999999996,0.29600000000000004,0.26899999999999996,0.5660000000000001,7,0,0,4,0,0
Todd Belitz,25,COL,NL,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
David Bell,28,SEA,AL,135,510,470,62,122,28,0,15,64,2,1,28,59,0.26,0.303,0.415,0.718,195,8,3,5,4,1
Derek Bell,32,PIT,NL,46,183,156,14,27,3,0,5,13,0,2,25,38,0.17300000000000001,0.287,0.28800000000000003,0.5760000000000001,45,4,0,2,0,5
Jay Bell,35,ARI,NL,129,509,428,59,106,24,1,13,46,0,1,65,79,0.248,0.349,0.4,0.7490000000000001,171,9,4,8,4,3
Rob Bell,24,CIN,NL,7,10,7,0,1,0,0,0,0,0,0,1,4,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1,0,0,2,0,0
Mark Bellhorn,26,OAK,AL,38,82,74,11,10,1,2,1,4,0,0,7,37,0.135,0.21,0.243,0.45299999999999996,18,1,0,1,0,0
Ronnie Belliard,26,MIL,NL,101,410,364,69,96,30,3,11,36,5,2,35,65,0.264,0.335,0.45299999999999996,0.7879999999999999,165,5,5,4,2,2
Clay Bellinger,32,NYY,AL,51,88,81,12,13,1,1,5,12,1,2,4,23,0.16,0.207,0.38299999999999995,0.59,31,2,1,1,1,0
Carlos Beltran,24,KCR,AL,155,680,617,106,189,32,12,24,101,31,1,52,120,0.306,0.36200000000000004,0.514,0.8759999999999999,317,7,5,1,5,2
Adrian Beltre,22,LAD,NL,126,515,475,59,126,22,4,13,60,13,4,28,82,0.265,0.31,0.41100000000000003,0.72,195,9,5,2,5,1
Marvin Benard,30,SFG,NL,129,429,392,70,104,19,2,15,44,10,5,29,66,0.265,0.32,0.439,0.759,172,3,4,1,3,2
Alan Benes,29,STL,NL,9,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Andy Benes,33,STL,NL,26,35,32,1,5,3,0,0,4,0,0,1,15,0.156,0.182,0.25,0.43200000000000005,8,0,0,2,0,0
Armando Benitez,28,NYM,NL,71,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Gary Bennett,29,COL,NL,19,61,55,7,15,3,0,1,4,0,0,3,5,0.273,0.317,0.382,0.698,21,0,1,1,1,3
Jason Bere,30,CHC,NL,31,69,62,2,12,4,0,0,2,0,0,0,18,0.19399999999999998,0.19399999999999998,0.258,0.452,16,2,0,7,0,0
Dave Berg,30,FLA,NL,82,235,215,26,52,12,1,4,16,0,1,14,39,0.242,0.292,0.363,0.655,78,3,2,2,2,0
Brandon Berger,26,KCR,AL,6,18,16,4,5,1,1,2,2,0,0,2,2,0.313,0.389,0.875,1.264,14,0,0,0,0,0
Peter Bergeron,23,MON,NL,102,416,375,53,79,11,4,3,16,10,7,28,87,0.21100000000000002,0.275,0.285,0.56,107,5,5,8,0,2
Lance Berkman,25,HOU,NL,156,688,577,110,191,55,5,34,126,7,9,92,121,0.331,0.43,0.62,1.051,358,8,13,0,6,5
Angel Berroa,23,KCR,AL,15,56,53,8,16,2,0,0,4,2,0,3,10,0.302,0.33899999999999997,0.34,0.679,18,2,0,0,0,0
Wilson Betemit,19,ATL,NL,8,5,3,1,0,0,0,0,0,1,0,2,3,0.0,0.4,0.0,0.4,0,0,0,0,0,0
Dante Bichette,37,BOS,AL,107,415,391,45,112,30,1,12,49,2,2,20,76,0.28600000000000003,0.325,0.46,0.7859999999999999,180,13,3,0,1,1
Rocky Biddle,25,CHW,AL,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Nick Bierbrodt,23,ARI,NL,6,10,6,3,4,1,0,0,0,0,0,2,0,0.667,0.75,0.833,1.5830000000000002,5,0,0,2,0,0
Larry Bigbie,23,BAL,AL,47,149,131,15,30,6,0,2,11,4,1,17,42,0.22899999999999998,0.318,0.321,0.638,42,2,0,1,0,1
Craig Biggio,35,HOU,NL,155,717,617,118,180,35,3,20,70,7,4,66,100,0.292,0.382,0.455,0.838,281,11,28,0,6,4
Willie Blair,35,DET,AL,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Casey Blake,27,BAL,AL,6,16,15,2,2,0,0,1,2,2,0,1,4,0.133,0.188,0.33299999999999996,0.521,5,0,0,0,0,0
Henry Blanco,29,MIL,NL,104,357,314,33,66,18,3,6,31,3,1,34,72,0.21,0.29,0.344,0.634,108,10,2,5,2,6
Matt Blank,25,MON,NL,4,8,8,0,4,1,0,0,1,0,0,0,2,0.5,0.5,0.625,1.125,5,0,0,0,0,0
Geoff Blum,28,MON,NL,148,514,453,57,107,25,0,9,50,9,5,43,94,0.23600000000000002,0.313,0.35100000000000003,0.664,159,12,10,3,5,8
Hiram Bocachica,25,LAD,NL,75,143,133,15,31,11,1,2,9,4,1,9,33,0.233,0.287,0.376,0.6629999999999999,50,1,1,0,0,0
Brian Boehringer,32,SFG,NL,25,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Tim Bogar,34,LAD,NL,12,17,15,4,5,2,0,2,2,0,0,2,1,0.33299999999999996,0.41200000000000003,0.867,1.278,13,0,0,0,0,0
Brian Bohanon,32,COL,NL,20,33,31,3,10,4,0,0,3,0,0,1,7,0.32299999999999995,0.344,0.452,0.795,14,1,0,1,0,0
Barry Bonds,36,SFG,NL,153,664,476,129,156,32,2,73,137,13,3,177,93,0.32799999999999996,0.515,0.863,1.379,411,5,9,0,2,35
Ricky Bones,32,FLA,NL,59,3,2,0,1,0,0,0,1,0,0,0,1,0.5,0.33299999999999996,0.5,0.833,1,0,0,0,1,0
Bobby Bonilla,38,STL,NL,93,198,174,17,37,7,0,5,21,1,1,23,53,0.213,0.308,0.33899999999999997,0.647,59,4,1,0,0,3
Aaron Boone,28,CIN,NL,103,427,381,54,112,26,2,14,62,6,3,29,71,0.294,0.35100000000000003,0.483,0.8340000000000001,184,9,8,3,6,1
Bret Boone,32,SEA,AL,158,690,623,118,206,37,3,37,141,5,5,40,110,0.331,0.37200000000000005,0.578,0.95,360,11,9,5,13,5
Pedro Borbon,33,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Pat Borders,38,SEA,AL,5,7,6,1,3,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,3,0,0,1,0,0
Mike Bordick,35,BAL,AL,58,257,229,32,57,13,0,7,30,9,3,17,36,0.249,0.314,0.397,0.711,91,4,6,2,3,1
Dave Borkowski,24,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Joe Borowski,30,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ricky Bottalico,31,PHI,NL,64,3,3,1,1,1,0,0,1,0,0,0,0,0.33299999999999996,0.33299999999999996,0.667,1.0,2,0,0,0,0,0
Kent Bottenfield,32,HOU,NL,12,15,14,0,2,0,0,0,0,0,0,0,5,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,2,0,0,1,0,0
Chad Bradford,26,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Milton Bradley,23,CLE,AL,10,20,18,3,4,1,0,0,0,1,1,2,3,0.222,0.3,0.278,0.578,5,1,0,0,0,0
Darren Bragg,31,NYY,AL,5,4,4,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0.5,0.75,2,0,0,0,0,0
Jeff Branson,34,LAD,NL,13,21,21,3,6,0,0,0,0,0,0,0,4,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,6,0,0,0,0,0
Russell Branyan,25,CLE,AL,113,361,315,48,73,16,2,20,54,1,1,38,132,0.23199999999999998,0.316,0.486,0.802,153,2,3,0,5,1
Leslie Brea,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Brock,31,PHI,NL,23,3,3,0,1,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Rico Brogna,31,ATL,NL,72,223,206,15,51,9,0,3,21,3,1,14,46,0.248,0.297,0.335,0.632,69,9,1,1,1,1
Troy Brohawn,28,ARI,NL,57,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Scott Brosius,34,NYY,AL,120,478,428,57,123,25,2,13,49,3,1,34,83,0.287,0.34299999999999997,0.446,0.789,191,10,5,6,5,2
Jim Brower,28,CIN,NL,45,28,26,6,8,1,0,0,3,0,0,0,8,0.308,0.308,0.34600000000000003,0.654,9,0,0,2,0,0
Adrian Brown,27,PIT,NL,8,34,31,3,6,0,0,1,2,2,1,3,3,0.19399999999999998,0.265,0.29,0.555,9,1,0,0,0,0
Dee Brown,23,KCR,AL,106,406,380,39,93,19,0,7,40,5,3,22,81,0.245,0.28600000000000003,0.35,0.636,133,12,1,1,2,4
Emil Brown,26,SDP,NL,13,15,14,3,1,0,0,0,0,2,0,1,7,0.071,0.133,0.071,0.205,1,0,0,0,0,0
Kevin Brown,28,MIL,NL,17,46,43,7,9,0,1,4,12,0,0,2,18,0.209,0.261,0.535,0.7959999999999999,23,1,1,0,0,0
Roosevelt Brown,25,CHC,NL,39,92,83,13,22,6,1,4,22,0,0,7,12,0.265,0.326,0.506,0.8320000000000001,42,3,1,0,1,0
Cliff Brumbaugh,27,COL,NL,14,38,36,5,10,2,0,1,4,0,1,2,9,0.278,0.316,0.41700000000000004,0.732,15,3,0,0,0,0
Brian Buchanan,27,MIN,AL,69,219,197,28,54,12,0,10,32,1,1,19,58,0.27399999999999997,0.342,0.48700000000000004,0.83,96,2,2,0,1,0
Mike Buddie,30,MIL,NL,31,4,4,1,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Mark Buehrle,22,CHW,AL,1,4,3,0,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25,0,0,0,0,0,0
Damon Buford,31,CHC,NL,35,89,85,11,15,2,0,3,8,0,0,4,23,0.17600000000000002,0.213,0.306,0.519,26,3,0,0,0,0
Jay Buhner,36,SEA,AL,19,53,45,4,10,2,0,2,5,0,0,8,9,0.222,0.34,0.4,0.74,18,3,0,0,0,0
Dave Burba,34,CLE,AL,3,4,2,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,2,0,0
Jamie Burke,29,ANA,AL,9,5,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0
John Burkett,36,ATL,NL,32,75,65,2,6,0,0,0,1,0,0,3,29,0.092,0.132,0.092,0.225,6,5,0,7,0,0
Morgan Burkhart,29,BOS,AL,11,34,33,3,6,1,0,1,4,0,0,1,11,0.182,0.20600000000000002,0.303,0.509,10,1,0,0,0,0
Ellis Burks,36,CLE,AL,124,515,439,83,123,29,1,28,74,5,1,62,85,0.28,0.369,0.542,0.9109999999999999,238,16,5,0,9,2
A.J. Burnett,24,FLA,NL,25,59,50,0,4,1,0,0,0,0,0,1,27,0.08,0.115,0.1,0.215,5,0,1,7,0,0
Jeromy Burnitz,32,MIL,NL,154,651,562,104,141,32,4,34,100,0,4,80,150,0.251,0.34700000000000003,0.504,0.851,283,8,5,0,4,9
Pat Burrell,24,PHI,NL,155,618,539,70,139,29,2,27,89,2,1,70,162,0.258,0.34600000000000003,0.469,0.816,253,12,5,0,4,7
Homer Bush,28,TOR,AL,78,291,271,32,83,11,1,3,27,13,4,8,50,0.306,0.336,0.387,0.723,105,2,6,2,4,1
Brent Butler,23,COL,NL,53,131,119,17,29,7,1,1,14,1,1,7,7,0.244,0.287,0.345,0.631,41,4,1,2,2,0
Paul Byrd,30,KCR,AL,2,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Eric Byrnes,25,OAK,AL,19,43,38,9,9,1,0,3,5,1,0,4,6,0.237,0.326,0.5,0.826,19,0,1,0,0,0
Jolbert Cabrera,28,CLE,AL,141,312,287,50,75,16,3,1,38,10,4,16,41,0.261,0.312,0.348,0.66,100,4,6,1,2,0
Jose Cabrera,29,ATL,NL,53,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Orlando Cabrera,26,MON,NL,162,684,626,64,173,41,6,14,96,19,7,43,54,0.276,0.324,0.428,0.752,268,15,4,4,7,5
Miguel Cairo,27,STL,NL,27,35,33,5,11,5,0,1,7,0,0,2,2,0.33299999999999996,0.371,0.5760000000000001,0.9470000000000001,19,1,0,0,0,0
Mike Cameron,28,SEA,AL,150,633,540,99,144,30,5,25,110,34,5,69,155,0.267,0.353,0.48,0.8320000000000001,259,13,10,1,13,3
Ken Caminiti,38,ATL,NL,64,193,171,12,38,9,0,6,16,0,1,21,44,0.222,0.306,0.38,0.6859999999999999,65,2,0,0,1,1
Jose Canseco,36,CHW,AL,76,306,256,46,66,8,0,16,49,2,1,45,75,0.258,0.366,0.47700000000000004,0.843,122,4,1,0,4,1
Javier Cardona,25,DET,AL,46,102,96,10,25,8,0,1,10,0,1,2,12,0.26,0.28,0.375,0.655,36,2,1,2,1,0
Chris Carpenter,26,TOR,AL,3,7,6,0,1,0,0,0,0,0,0,0,3,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,1,0,0
Giovanni Carrara,33,LAD,NL,44,12,12,1,3,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,3,0,0,0,0,0
Hector Carrasco,31,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Raul Casanova,28,MIL,NL,71,208,192,21,50,10,0,11,33,0,0,12,29,0.26,0.303,0.484,0.787,93,3,1,0,3,2
Sean Casey,26,CIN,NL,145,588,533,69,165,40,0,13,89,3,1,43,63,0.31,0.369,0.45799999999999996,0.8270000000000001,244,16,9,0,3,8
Vinny Castilla,33,HOU,NL,122,484,445,62,120,28,1,23,82,1,4,32,86,0.27,0.32,0.49200000000000005,0.812,219,19,3,0,4,3
Alberto Castillo,31,TOR,AL,66,146,131,9,26,4,0,1,4,1,1,7,30,0.198,0.255,0.252,0.507,33,2,3,5,0,0
Frank Castillo,32,BOS,AL,1,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Luis Castillo,25,FLA,NL,134,612,537,76,141,16,10,2,45,33,16,67,90,0.263,0.344,0.341,0.685,183,6,1,4,3,0
Juan Castro,29,CIN,NL,96,261,242,27,54,10,0,3,13,0,0,13,50,0.223,0.261,0.302,0.562,73,9,0,4,2,2
Ramon Castro,25,FLA,NL,7,12,11,0,2,0,0,0,1,0,0,1,1,0.182,0.25,0.182,0.43200000000000005,2,0,0,0,0,0
Frank Catalanotto,27,TEX,AL,133,512,463,77,153,31,5,11,54,15,5,39,55,0.33,0.391,0.49,0.882,227,5,8,1,1,3
Roger Cedeno,26,DET,AL,131,572,523,79,153,14,11,6,48,55,15,36,83,0.293,0.337,0.396,0.733,207,5,2,6,5,1
Shawn Chacon,23,COL,NL,26,55,47,2,2,0,0,0,1,0,0,0,22,0.043,0.063,0.043,0.105,2,1,1,7,0,0
Norm Charlton,38,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Endy Chavez,23,KCR,AL,29,80,77,4,16,2,0,0,5,0,2,3,8,0.20800000000000002,0.23800000000000002,0.23399999999999999,0.47100000000000003,18,3,0,0,0,0
Eric Chavez,23,OAK,AL,151,604,552,91,159,43,0,32,114,8,2,41,99,0.28800000000000003,0.33799999999999997,0.54,0.878,298,7,4,0,7,9
Bruce Chen,24,NYM,NL,11,21,19,0,3,0,0,0,0,0,0,0,9,0.158,0.158,0.158,0.316,3,1,0,2,0,0
Scott Chiasson,23,CHC,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Randy Choate,25,NYY,AL,5,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Bobby Chouinard,29,COL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
McKay Christensen,25,LAD,NL,28,55,49,7,16,2,0,1,7,3,2,3,10,0.327,0.4,0.429,0.8290000000000001,21,0,3,0,0,0
Ryan Christenson,27,ARI,NL,19,5,4,3,1,1,0,0,1,1,0,1,1,0.25,0.4,0.5,0.9,2,0,0,0,0,0
Jason Christiansen,31,SFG,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Tim Christman,26,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Alex Cintron,22,ARI,NL,8,7,7,0,2,0,1,0,0,0,0,0,0,0.28600000000000003,0.28600000000000003,0.5710000000000001,0.857,4,0,0,0,0,0
Jeff Cirillo,31,COL,NL,138,586,528,72,165,26,4,17,83,12,2,43,63,0.313,0.364,0.473,0.838,250,15,5,1,9,6
Stubby Clapp,28,STL,NL,23,26,25,0,5,2,0,0,1,0,0,1,7,0.2,0.231,0.28,0.511,7,0,0,0,0,0
Brady Clark,28,CIN,NL,89,157,129,22,34,3,0,6,18,4,1,22,16,0.264,0.373,0.426,0.799,55,6,1,4,1,1
Jermaine Clark,24,DET,AL,3,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Tony Clark,29,DET,AL,126,497,428,67,123,29,3,16,75,0,1,62,108,0.287,0.374,0.48100000000000004,0.856,206,14,1,0,6,10
Royce Clayton,31,CHW,AL,135,485,433,62,114,21,4,9,60,10,7,33,72,0.263,0.315,0.39299999999999996,0.708,170,16,3,9,7,2
Roger Clemens,38,NYY,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Matt Clement,26,FLA,NL,31,61,50,2,4,0,0,0,0,0,0,3,18,0.08,0.132,0.08,0.212,4,0,0,8,0,0
Tony Cogan,24,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
