Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Jeff Bagwell,34,HOU,NL,158,691,571,94,166,33,2,31,98,7,3,101,130,0.29100000000000004,0.401,0.518,0.919,296,16,10,0,9,8
Cory Bailey,31,KCR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Paul Bako,30,MIL,NL,87,257,234,24,55,8,1,4,20,0,2,20,46,0.235,0.295,0.32899999999999996,0.624,77,4,0,3,0,3
James Baldwin,30,SEA,AL,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Brian Banks,31,FLA,NL,20,29,28,3,9,1,0,1,4,0,0,1,6,0.321,0.345,0.46399999999999997,0.809,13,0,0,0,0,0
Willie Banks,33,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rod Barajas,26,ARI,NL,70,172,154,12,36,10,0,3,23,1,0,10,25,0.23399999999999999,0.28800000000000003,0.35700000000000004,0.645,55,4,3,2,3,4
Josh Bard,24,CLE,AL,24,95,90,9,20,5,0,3,12,0,0,4,13,0.222,0.255,0.37799999999999995,0.633,34,6,0,1,0,0
Kevin Barker,26,SDP,NL,7,20,19,0,3,0,0,0,0,1,0,1,6,0.158,0.2,0.158,0.358,3,1,0,0,0,0
Michael Barrett,25,MON,NL,117,428,376,41,99,20,1,12,49,6,3,40,65,0.263,0.332,0.418,0.7490000000000001,157,14,1,6,5,7
Miguel Batista,31,ARI,NL,33,56,51,5,8,2,0,1,2,0,0,3,28,0.157,0.204,0.255,0.45899999999999996,13,2,0,2,0,0
Tony Batista,28,BAL,AL,161,682,615,90,150,36,1,31,87,5,4,50,107,0.244,0.309,0.457,0.7659999999999999,281,13,11,0,6,9
Rick Bauer,25,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Danny Bautista,30,ARI,NL,40,166,154,22,50,5,2,6,23,4,2,11,21,0.325,0.36700000000000005,0.5,0.867,77,4,0,0,1,2
Josh Beckett,22,FLA,NL,23,36,31,0,1,1,0,0,0,0,0,0,21,0.032,0.032,0.065,0.09699999999999999,2,0,0,5,0,0
Joe Beimel,25,PIT,NL,51,13,10,0,3,1,0,0,1,0,0,1,3,0.3,0.364,0.4,0.764,4,0,0,2,0,0
Kevin Beirne,28,LAD,NL,12,6,5,1,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,0,0,1,0,0
David Bell,29,SFG,NL,154,628,552,82,144,29,2,20,73,1,2,54,80,0.261,0.33299999999999996,0.429,0.762,237,18,9,6,7,2
Jay Bell,36,ARI,NL,32,56,49,3,8,1,0,2,11,0,0,5,9,0.163,0.25,0.306,0.556,15,2,1,0,1,0
Rob Bell,25,TEX,AL,1,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0
Mark Bellhorn,27,CHC,NL,146,529,445,86,115,24,4,27,56,7,5,76,144,0.258,0.374,0.512,0.8859999999999999,228,6,6,2,0,3
Ronnie Belliard,27,MIL,NL,104,317,289,30,61,13,0,3,26,2,3,18,46,0.21100000000000002,0.257,0.287,0.544,83,9,1,6,3,0
Clay Bellinger,33,ANA,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Carlos Beltran,25,KCR,AL,162,722,637,114,174,44,7,29,105,35,7,71,135,0.273,0.34600000000000003,0.501,0.847,319,12,4,3,7,1
Francis Beltran,22,CHC,NL,10,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Adrian Beltre,23,LAD,NL,159,635,587,70,151,26,5,21,75,7,5,37,96,0.257,0.303,0.426,0.7290000000000001,250,17,4,1,6,4
Marvin Benard,31,SFG,NL,65,131,123,16,34,9,2,1,13,5,1,7,26,0.276,0.321,0.40700000000000003,0.727,50,3,1,0,0,0
Alan Benes,30,CHC,NL,7,14,13,0,1,0,0,0,0,0,0,1,8,0.077,0.14300000000000002,0.077,0.22,1,0,0,0,0,0
Andy Benes,34,STL,NL,19,37,34,3,7,1,0,1,2,0,0,1,9,0.20600000000000002,0.22899999999999998,0.324,0.552,11,1,0,2,0,0
Armando Benitez,29,NYM,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Benjamin,36,PIT,NL,108,130,120,7,18,2,1,0,3,0,4,7,31,0.15,0.20199999999999999,0.183,0.385,22,5,1,1,1,0
Gary Bennett,30,COL,NL,90,314,291,26,77,10,2,4,26,1,3,15,45,0.265,0.314,0.354,0.6679999999999999,103,10,6,2,0,2
Kris Benson,27,PIT,NL,26,44,40,3,7,1,0,0,1,0,0,0,11,0.175,0.175,0.2,0.375,8,0,0,4,0,0
Jason Bere,31,CHC,NL,16,31,24,1,3,2,0,0,0,0,0,0,11,0.125,0.125,0.20800000000000002,0.33299999999999996,5,0,0,7,0,0
Dave Berg,31,TOR,AL,109,414,374,42,101,26,2,4,39,0,2,26,57,0.27,0.322,0.382,0.7040000000000001,143,6,5,4,5,1
Brandon Berger,27,KCR,AL,51,145,134,16,27,5,1,6,17,1,0,8,32,0.201,0.255,0.38799999999999996,0.643,52,2,2,0,1,2
Peter Bergeron,24,MON,NL,31,148,123,24,23,3,2,0,7,10,3,22,44,0.187,0.31,0.244,0.5539999999999999,30,0,0,3,0,0
Lance Berkman,26,HOU,NL,158,692,578,106,169,35,2,42,128,8,4,107,118,0.292,0.405,0.578,0.982,334,10,4,0,3,20
Adam Bernero,25,DET,AL,2,5,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Angel Berroa,24,KCR,AL,20,83,75,8,17,7,1,0,5,3,0,7,10,0.22699999999999998,0.301,0.34700000000000003,0.648,26,1,1,0,0,1
Rocky Biddle,26,CHW,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Larry Bigbie,24,BAL,AL,16,36,34,1,6,1,0,0,3,1,0,1,11,0.17600000000000002,0.19399999999999998,0.20600000000000002,0.4,7,1,0,0,1,0
Craig Biggio,36,HOU,NL,145,655,577,96,146,36,3,15,58,16,2,50,111,0.253,0.33,0.40399999999999997,0.7340000000000001,233,15,17,9,2,2
Casey Blake,28,MIN,AL,9,22,20,2,4,1,0,0,1,0,0,2,7,0.2,0.273,0.25,0.523,5,0,0,0,0,0
Hank Blalock,21,TEX,AL,49,172,147,16,31,8,0,3,17,0,0,20,43,0.21100000000000002,0.306,0.327,0.632,48,2,1,2,2,1
Henry Blanco,30,ATL,NL,81,249,221,17,45,9,1,6,22,0,2,20,51,0.204,0.267,0.335,0.602,74,5,1,2,5,5
Willie Bloomquist,24,SEA,AL,12,38,33,11,15,4,0,0,7,3,1,5,2,0.455,0.526,0.5760000000000001,1.102,19,0,0,0,0,0
Geoff Blum,29,HOU,NL,130,421,368,45,104,20,4,10,52,2,0,49,70,0.28300000000000003,0.36700000000000005,0.44,0.807,162,8,1,1,2,5
Hiram Bocachica,26,DET,AL,34,109,103,14,23,4,0,4,8,2,2,5,22,0.223,0.259,0.379,0.638,39,2,0,1,0,0
Brian Boehringer,33,PIT,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Barry Bonds,37,SFG,NL,143,612,403,117,149,31,2,46,110,9,2,198,47,0.37,0.5820000000000001,0.799,1.381,322,4,9,0,2,68
Jung Bong,21,ATL,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Aaron Boone,29,CIN,NL,162,685,606,83,146,38,2,26,87,32,8,56,111,0.24100000000000002,0.314,0.439,0.753,266,9,10,9,4,4
Bret Boone,33,SEA,AL,155,675,608,88,169,34,3,24,107,12,5,53,102,0.278,0.33899999999999997,0.462,0.8009999999999999,281,11,6,2,6,4
Pedro Borbon,34,HOU,NL,54,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Joe Borchard,23,CHW,AL,16,37,36,5,8,0,0,2,5,0,0,1,14,0.222,0.243,0.389,0.632,14,0,0,0,0,0
Pat Borders,39,SEA,AL,4,4,4,0,2,1,0,0,1,0,0,0,1,0.5,0.5,0.75,1.25,3,0,0,0,0,0
Mike Bordick,36,BAL,AL,117,413,367,37,85,19,3,8,36,7,4,35,63,0.23199999999999998,0.302,0.365,0.667,134,9,3,6,2,0
Toby Borland,33,FLA,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Joe Borowski,31,CHC,NL,72,7,7,1,2,0,0,0,0,0,0,0,5,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,2,0,0,0,0,0
Ricky Bottalico,32,PHI,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jason Boyd,29,SDP,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chad Bradford,27,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Milton Bradley,24,CLE,AL,98,358,325,48,81,18,3,9,38,6,3,32,58,0.249,0.317,0.406,0.723,132,12,0,1,0,2
Darren Bragg,32,ATL,NL,109,240,212,34,57,15,2,3,15,5,2,24,52,0.26899999999999996,0.34700000000000003,0.401,0.748,85,4,2,1,1,0
Russell Branyan,26,CIN,NL,84,255,217,34,53,9,1,16,39,3,1,34,86,0.244,0.349,0.516,0.865,112,2,2,0,2,3
Juan Brito,22,KCR,AL,9,23,23,1,7,2,0,0,1,0,0,0,3,0.304,0.304,0.391,0.696,9,2,0,0,0,0
Chris Brock,32,BAL,AL,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Troy Brohawn,29,SFG,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ben Broussard,25,CLE,AL,39,120,112,10,27,4,0,4,9,0,0,7,25,0.24100000000000002,0.292,0.384,0.6759999999999999,43,3,1,0,0,1
Jim Brower,29,MON,NL,30,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Adrian Brown,28,PIT,NL,91,232,208,20,45,10,2,1,21,10,6,19,34,0.21600000000000003,0.284,0.298,0.5820000000000001,62,5,1,3,1,0
Dee Brown,24,KCR,AL,16,55,51,5,12,3,1,1,7,0,0,4,20,0.235,0.29100000000000004,0.392,0.6829999999999999,20,0,0,0,0,0
Kevin Brown,29,BOS,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Roosevelt Brown,26,CHC,NL,111,231,204,14,43,12,0,3,23,2,2,23,50,0.21100000000000002,0.299,0.314,0.612,64,4,3,0,1,0
Brian Buchanan,28,SDP,NL,48,102,92,12,27,5,0,6,13,0,1,9,26,0.293,0.363,0.5429999999999999,0.9059999999999999,50,2,1,0,0,0
Mike Buddie,31,MIL,NL,25,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mark Buehrle,23,CHW,AL,2,6,6,1,1,0,0,0,0,0,0,0,4,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,0,0,0
Ryan Bukvich,24,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Dave Burba,35,TEX,AL,2,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,1,0,0,0,0,0
John Burkett,37,BOS,AL,2,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Ellis Burks,37,CLE,AL,138,570,518,92,156,28,0,32,91,2,3,44,108,0.301,0.36200000000000004,0.541,0.903,280,13,6,1,1,3
A.J. Burnett,25,FLA,NL,29,69,57,1,6,2,0,1,3,0,0,5,28,0.105,0.177,0.193,0.37,11,1,0,7,0,0
Jeromy Burnitz,33,NYM,NL,154,550,479,65,103,15,0,19,54,10,7,58,135,0.215,0.311,0.365,0.677,175,11,10,1,2,5
Pat Burrell,25,PHI,NL,157,684,586,96,165,39,2,37,116,1,0,89,153,0.282,0.376,0.544,0.92,319,16,3,0,6,9
Sean Burroughs,21,SDP,NL,63,206,192,18,52,5,1,1,11,2,0,12,30,0.271,0.317,0.32299999999999995,0.64,62,6,1,1,0,1
Homer Bush,29,FLA,NL,40,58,54,7,12,0,0,0,5,2,1,3,13,0.222,0.263,0.222,0.485,12,0,0,1,0,0
Brent Butler,24,COL,NL,113,367,344,55,89,18,4,9,42,2,6,10,40,0.259,0.287,0.413,0.6990000000000001,142,6,5,4,4,3
Mike Bynum,24,SDP,NL,14,8,8,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Marlon Byrd,24,PHI,NL,10,36,35,2,8,2,0,1,1,0,2,1,8,0.22899999999999998,0.25,0.371,0.621,13,0,0,0,0,0
Paul Byrd,31,KCR,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Eric Byrnes,26,OAK,AL,90,104,94,24,23,4,2,3,11,3,0,4,17,0.245,0.29100000000000004,0.426,0.7170000000000001,40,3,3,1,2,0
Jolbert Cabrera,29,LAD,NL,10,15,12,3,4,1,0,0,1,0,0,2,2,0.33299999999999996,0.429,0.41700000000000004,0.845,5,0,0,1,0,0
Jose Cabrera,30,MIL,NL,47,20,19,1,2,0,0,0,0,0,0,0,10,0.105,0.105,0.105,0.21100000000000002,2,0,0,1,0,0
Orlando Cabrera,27,MON,NL,153,626,563,64,148,43,1,7,56,25,7,48,53,0.263,0.321,0.38,0.701,214,16,2,9,4,4
Miguel Cairo,28,STL,NL,108,208,184,28,46,9,2,2,23,1,1,13,36,0.25,0.307,0.353,0.66,65,5,3,6,2,2
Mike Cameron,29,SEA,AL,158,640,545,84,130,26,5,25,80,31,8,79,176,0.239,0.34,0.442,0.782,241,8,7,4,5,3
Jay Canizaro,28,MIN,AL,38,126,112,14,24,8,1,0,11,0,1,10,22,0.214,0.28,0.304,0.584,34,1,1,1,2,0
Javier Cardona,26,SDP,NL,15,42,39,2,4,1,0,0,2,0,0,2,10,0.10300000000000001,0.14300000000000002,0.128,0.271,5,1,0,0,1,0
Chris Carpenter,27,TOR,AL,1,2,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,1,0,0
Giovanni Carrara,34,LAD,NL,59,8,6,0,0,0,0,0,0,0,0,1,3,0.0,0.14300000000000002,0.0,0.14300000000000002,0,0,0,1,0,0
Jamey Carroll,28,MON,NL,16,79,71,16,22,5,3,1,6,1,0,4,12,0.31,0.34700000000000003,0.507,0.8540000000000001,36,1,0,4,0,0
Mike Caruso,25,KCR,AL,12,21,20,3,2,0,0,0,0,0,0,1,2,0.1,0.14300000000000002,0.1,0.243,2,0,0,0,0,0
Raul Casanova,29,BAL,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Sean Casey,27,CIN,NL,120,476,425,56,111,25,0,6,42,2,1,43,47,0.261,0.33399999999999996,0.36200000000000004,0.696,154,11,5,0,3,6
Kevin Cash,24,TOR,AL,7,15,14,1,2,0,0,0,0,0,0,1,4,0.14300000000000002,0.2,0.14300000000000002,0.34299999999999997,2,1,0,0,0,0
Scott Cassidy,26,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Vinny Castilla,34,ATL,NL,143,578,543,56,126,23,2,12,61,4,1,22,69,0.23199999999999998,0.268,0.348,0.616,189,22,7,0,6,4
Alberto Castillo,32,NYY,AL,15,41,37,3,5,1,1,0,4,0,0,1,12,0.135,0.158,0.21600000000000003,0.374,8,2,0,3,0,0
Frank Castillo,33,BOS,AL,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Luis Castillo,26,FLA,NL,146,668,606,86,185,18,5,2,39,48,15,55,76,0.305,0.364,0.361,0.726,219,7,2,4,1,4
Juan Castro,30,CIN,NL,54,91,82,5,18,3,0,2,11,0,0,7,18,0.22,0.278,0.32899999999999996,0.607,27,0,0,1,1,0
Ramon Castro,26,FLA,NL,54,119,101,11,24,4,0,6,18,0,0,14,24,0.23800000000000002,0.322,0.455,0.777,46,4,0,1,3,3
Frank Catalanotto,28,TEX,AL,68,250,212,42,57,16,6,3,23,9,5,25,27,0.26899999999999996,0.364,0.44299999999999995,0.8079999999999999,94,3,8,3,2,0
Roger Cedeno,27,NYM,NL,149,562,511,65,133,19,2,7,41,25,4,42,92,0.26,0.318,0.34600000000000003,0.664,177,10,2,5,2,1
Matthew Cepicky,24,MON,NL,32,78,74,7,16,3,0,3,15,0,0,4,21,0.21600000000000003,0.256,0.37799999999999995,0.635,28,0,0,0,0,1
Jaime Cerda,23,NYM,NL,29,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Shawn Chacon,24,COL,NL,20,37,35,3,9,1,0,0,2,0,0,0,14,0.257,0.257,0.28600000000000003,0.5429999999999999,10,0,0,2,0,0
Endy Chavez,24,MON,NL,36,138,125,20,37,8,5,1,9,3,5,5,16,0.29600000000000004,0.321,0.46399999999999997,0.785,58,0,0,7,1,0
Eric Chavez,24,OAK,AL,153,653,585,87,161,31,3,34,109,8,3,65,119,0.275,0.348,0.513,0.86,300,8,1,0,2,13
Raul Chavez,29,HOU,NL,2,6,4,1,1,1,0,0,0,0,0,1,0,0.25,0.5,0.5,1.0,2,0,1,0,0,0
Bruce Chen,25,CIN,NL,39,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Chin-Feng Chen,24,LAD,NL,3,6,5,1,0,0,0,0,0,0,0,1,3,0.0,0.16699999999999998,0.0,0.16699999999999998,0,0,0,0,0,0
Scott Chiasson,24,CHC,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Matt Childers,23,MIL,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Randy Choate,26,NYY,AL,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Hee-Seop Choi,23,CHC,NL,24,57,50,6,9,1,0,2,4,0,0,7,15,0.18,0.281,0.32,0.601,16,2,0,0,0,0
McKay Christensen,26,NYM,NL,4,4,3,1,1,0,0,0,0,0,0,1,1,0.33299999999999996,0.5,0.33299999999999996,0.833,1,0,0,0,0,0
Ryan Christenson,28,MIL,NL,22,66,58,5,9,4,0,1,3,0,0,5,13,0.155,0.222,0.276,0.498,16,1,0,3,0,0
Jason Christiansen,32,SFG,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Alex Cintron,23,ARI,NL,38,90,75,11,16,6,0,0,4,0,0,12,13,0.213,0.322,0.293,0.615,22,2,0,3,0,2
Jeff Cirillo,32,SEA,AL,146,547,485,51,121,20,0,6,54,8,4,31,67,0.249,0.301,0.32799999999999996,0.629,159,12,9,13,9,0
Brady Clark,29,NYM,NL,10,13,12,3,5,1,0,0,1,0,0,1,2,0.41700000000000004,0.462,0.5,0.9620000000000001,6,0,0,0,0,0
Howie Clark,28,BAL,AL,14,58,53,3,16,5,0,0,4,0,0,3,6,0.302,0.36200000000000004,0.396,0.758,21,5,2,0,0,0
Tony Clark,30,BOS,AL,90,298,275,25,57,12,1,3,29,0,0,21,57,0.207,0.265,0.29100000000000004,0.556,80,11,1,0,1,0
Royce Clayton,32,CHW,AL,112,376,342,51,86,14,2,7,35,5,1,20,67,0.251,0.295,0.365,0.6609999999999999,125,7,3,7,4,0
Roger Clemens,39,NYY,AL,3,4,3,1,2,1,0,0,1,0,0,0,1,0.667,0.5,1.0,1.5,3,0,0,0,1,0
Matt Clement,27,CHC,NL,30,75,61,4,3,2,0,0,4,0,0,1,34,0.049,0.10800000000000001,0.08199999999999999,0.19,5,1,3,10,0,0
Dave Coggin,25,PHI,NL,36,11,8,0,0,0,0,0,0,0,0,1,6,0.0,0.111,0.0,0.111,0,0,0,2,0,0
Mike Colangelo,25,OAK,AL,20,26,23,2,4,1,0,0,0,0,0,1,2,0.174,0.24,0.217,0.457,5,0,1,1,0,0
Greg Colbrunn,32,ARI,NL,72,185,171,30,57,16,2,10,27,0,0,13,19,0.33299999999999996,0.37799999999999995,0.626,1.004,107,5,0,0,1,1
Lou Collier,28,MON,NL,13,14,11,3,1,1,0,0,0,0,0,1,3,0.091,0.231,0.182,0.413,2,0,1,1,0,1
